north	0
treasury	1
cape	2
walls_but_are_horribly_faded_from_age._large_open_archways_lead_east_and_west_while_a_huge_fireplace	3
walls	4
encrusted	5
dirty	6
racks_probably_held_spears	7
table	8
legends	9
lore_of_pentari_a_fine_scroll	10
cells	11
couches	12
weapons	13
rooms	14
seal	15
encrusted_dagger	16
throne	17
fireplace	18
castle	19
tables	20
you	21
postcard	22
towel	23
copy	24
tapestries_still_hang_on_the_walls	25
chairs	26
east	27
transporter	28
morden	29
dark	30
other	31
legends_and_lore_of_pentari_a_fine_scroll	32
oaken	33
copy_of	34
south	35
post	36
of	37
bookcases	38
bunks	39
armory	40
lore	41
scroll_a_fine_pentarian_sword	42
platinum	43
elf	44
main	45
north_is_cluttered_with_fallen_rubble_and_crumbled_stone_but_looks_otherwise_passable._you_can_see_the_dark	46
standard	47
box	48
staircase	49
inv	50
fireplace_in_the_large_fireplace_you_can_see_the_dark_elf_and_a_dirty	51
guard	52
towel_is_lying_on_the_floor	53
encrusted_dagger_a_towel	54
bookcases_filled_to_capacity_with_books	55
open	56
legends_and_lore	57
animate	58
room	59
charlie	60
chest	61
ceiling	62
jewel	63
prince	64
locker	65
dagger	66
chairs_are_in_the_center_of_the_room_inviting_anyone_to_make_use_of_these_impressive_facilities._the_wizard_morden	67
by_the_fireplace_you_are_at_the_northern	68
floor	69
second	70
sword	71
wall	72
hall	73
west	74
guard_post	75
tapestries	76
northern	77
charlie_company_barracks	78
panorama	79
library	80
chairs_while_exquisite_paintings_dot_the_walls._a_folded_linen_towel_is_lying_on_the_floor	81
bunk	82
barracks	83
paintings	84
scroll	85
chairs_while_exquisite_paintings	86
large	87
emerald	88
main_hall	89
